Codice Prodotto,Nome Prodotto,Categoria,Prezzo
P08364,Smart Giochi 192,Giochi,769.8
P08365,Eco Telefonia 558,Telefonia,760.49
P08366,Air Abbigliamento 55,Abbigliamento,1791.51
P08367,Air Arredamento 748,Arredamento,1220.5
P08368,Air Giardinaggio 887,Giardinaggio,584.4
P08369,Eco Telefonia 754,Telefonia,1387.47
P08370,Prime Telefonia 324,Telefonia,1154.35
P08371,Mini Sport 992,Sport,1190.6
P08372,Lite Giochi 704,Giochi,284.11
P08373,Mini Giochi 959,Giochi,692.71
P08374,Plus Sport 478,Sport,1320.51
P08375,Mini Automotive 399,Automotive,1102.13
P08376,Ultra Automotive 919,Automotive,1263.92
P08377,Prime Informatica 199,Informatica,1618.83
P08378,Ultra Informatica 965,Informatica,1862.74
P08379,Lite Sport 204,Sport,618.24
P08380,Prime Arredamento 93,Arredamento,1223.19
P08381,Air Giochi 735,Giochi,1831.35
P08382,Pro Automotive 256,Automotive,1693.97
P08383,Eco Giardinaggio 720,Giardinaggio,1928.78
P08384,Pro Abbigliamento 411,Abbigliamento,161.83
P08385,Mini Giochi 965,Giochi,199.93
P08386,Smart Informatica 100,Informatica,212.89
P08387,Mini Sport 648,Sport,1652.06
P08388,Plus Arredamento 988,Arredamento,1429.22
P08389,Mini Sport 661,Sport,1632.75
P08390,Pro Abbigliamento 451,Abbigliamento,1978.47
P08391,Eco Elettrodomestici 241,Elettrodomestici,619.65
P08392,Prime Giochi 832,Giochi,1049.15
P08393,Air Bellezza 946,Bellezza,538.46
P08394,Pro Arredamento 329,Arredamento,1045.73
P08395,Eco Elettrodomestici 382,Elettrodomestici,1215.09
P08396,Max Informatica 433,Informatica,785.32
P08397,Smart Automotive 548,Automotive,1223.72
P08398,Max Sport 715,Sport,835.72
P08399,Lite Informatica 474,Informatica,789.21
P08400,Plus Informatica 225,Informatica,1576.37
P08401,Smart Informatica 568,Informatica,434.32
P08402,Air Arredamento 709,Arredamento,28.0
P08403,Pro Informatica 10,Informatica,1885.92
P08404,Lite Sport 670,Sport,1661.36
P08405,Eco Giochi 303,Giochi,79.6
P08406,Eco Giardinaggio 559,Giardinaggio,472.65
P08407,Mini Telefonia 922,Telefonia,1606.25
P08408,Eco Giochi 220,Giochi,1629.27
P08409,Plus Abbigliamento 397,Abbigliamento,1177.58
P08410,Eco Giochi 548,Giochi,296.6
P08411,Plus Bellezza 933,Bellezza,285.16
P08412,Pro Telefonia 635,Telefonia,827.09
P08413,Mini Bellezza 819,Bellezza,1190.35
P08414,Plus Telefonia 604,Telefonia,1294.76
P08415,Mini Sport 34,Sport,62.06
P08416,Pro Informatica 460,Informatica,579.47
P08417,Air Giochi 531,Giochi,676.75
P08418,Lite Informatica 316,Informatica,252.47
P08419,Prime Giardinaggio 191,Giardinaggio,820.81
P08420,Ultra Automotive 111,Automotive,1063.83
P08421,Eco Abbigliamento 693,Abbigliamento,1903.53
P08422,Mini Arredamento 892,Arredamento,38.44
P08423,Smart Giardinaggio 988,Giardinaggio,1406.82
P08424,Plus Abbigliamento 343,Abbigliamento,1359.17
P08425,Air Automotive 464,Automotive,1333.94
P08426,Eco Elettrodomestici 56,Elettrodomestici,831.83
P08427,Pro Telefonia 480,Telefonia,1492.76
P08428,Smart Telefonia 475,Telefonia,1312.79
P08429,Pro Automotive 672,Automotive,1352.41
P08430,Mini Arredamento 432,Arredamento,1215.99
P08431,Max Giardinaggio 856,Giardinaggio,1268.12
P08432,Air Abbigliamento 308,Abbigliamento,1176.49
P08433,Max Telefonia 528,Telefonia,400.26
P08434,Prime Elettrodomestici 231,Elettrodomestici,838.29
P08435,Smart Automotive 835,Automotive,51.91
P08436,Plus Sport 419,Sport,1052.4
P08437,Max Automotive 537,Automotive,966.03
P08438,Prime Arredamento 660,Arredamento,662.33
P08439,Mini Elettrodomestici 189,Elettrodomestici,1781.72
P08440,Lite Arredamento 751,Arredamento,1538.05
P08441,Mini Telefonia 669,Telefonia,926.35
P08442,Prime Bellezza 814,Bellezza,839.17
P08443,Prime Abbigliamento 207,Abbigliamento,1950.58
P08444,Ultra Bellezza 319,Bellezza,1310.04
P08445,Eco Informatica 808,Informatica,287.66
P08446,Lite Abbigliamento 729,Abbigliamento,342.13
P08447,Prime Abbigliamento 975,Abbigliamento,860.3
P08448,Lite Abbigliamento 639,Abbigliamento,1841.05
P08449,Air Elettrodomestici 585,Elettrodomestici,534.0
P08450,Plus Giochi 715,Giochi,856.69
P08451,Air Giardinaggio 440,Giardinaggio,1606.43
P08452,Pro Giochi 45,Giochi,1995.3
P08453,Air Telefonia 62,Telefonia,649.32
P08454,Prime Automotive 439,Automotive,275.91
P08455,Lite Bellezza 213,Bellezza,1747.43
P08456,Air Giochi 457,Giochi,1766.76
P08457,Eco Elettrodomestici 228,Elettrodomestici,1241.49
P08458,Mini Telefonia 220,Telefonia,1843.54
P08459,Max Sport 750,Sport,723.78
P08460,Lite Elettrodomestici 311,Elettrodomestici,1563.67
P08461,Max Giochi 98,Giochi,569.83
P08462,Max Giochi 113,Giochi,1817.25
P08463,Mini Giardinaggio 66,Giardinaggio,822.24
P08464,Pro Giardinaggio 419,Giardinaggio,1040.62
P08465,Ultra Elettrodomestici 97,Elettrodomestici,1536.62
P08466,Ultra Telefonia 114,Telefonia,536.88
P08467,Prime Elettrodomestici 708,Elettrodomestici,155.05
P08468,Smart Abbigliamento 868,Abbigliamento,931.29
P08469,Lite Arredamento 863,Arredamento,585.02
P08470,Max Bellezza 771,Bellezza,1131.42
P08471,Max Telefonia 96,Telefonia,812.57
P08472,Eco Bellezza 92,Bellezza,807.25
P08473,Prime Giochi 729,Giochi,1818.29
P08474,Air Abbigliamento 335,Abbigliamento,760.69
P08475,Air Giardinaggio 793,Giardinaggio,830.92
P08476,Plus Arredamento 671,Arredamento,68.56
P08477,Air Elettrodomestici 949,Elettrodomestici,1428.17
P08478,Max Arredamento 109,Arredamento,1912.78
P08479,Plus Telefonia 792,Telefonia,1947.34
P08480,Max Giardinaggio 286,Giardinaggio,840.49
P08481,Ultra Giardinaggio 252,Giardinaggio,134.66
P08482,Max Telefonia 500,Telefonia,952.56
P08483,Ultra Giochi 922,Giochi,919.05
P08484,Mini Giardinaggio 976,Giardinaggio,1849.39
P08485,Eco Telefonia 600,Telefonia,1199.29
P08486,Pro Giochi 123,Giochi,1098.07
P08487,Max Arredamento 199,Arredamento,1419.08
P08488,Air Sport 449,Sport,121.9
P08489,Ultra Informatica 137,Informatica,1904.72
P08490,Eco Arredamento 416,Arredamento,436.44
P08491,Lite Automotive 897,Automotive,453.12
P08492,Plus Telefonia 113,Telefonia,1946.51
P08493,Prime Giochi 463,Giochi,1605.11
P08494,Ultra Abbigliamento 391,Abbigliamento,1299.48
P08495,Smart Arredamento 286,Arredamento,374.6
P08496,Lite Bellezza 175,Bellezza,384.91
P08497,Max Informatica 581,Informatica,1576.37
P08498,Pro Automotive 554,Automotive,953.59
P08499,Eco Abbigliamento 552,Abbigliamento,1233.42
P08500,Mini Telefonia 813,Telefonia,676.49
P08501,Prime Telefonia 528,Telefonia,1703.45
P08502,Plus Informatica 802,Informatica,1661.43
P08503,Eco Abbigliamento 352,Abbigliamento,1795.15
P08504,Smart Informatica 316,Informatica,1154.81
P08505,Air Arredamento 562,Arredamento,289.18
P08506,Lite Automotive 955,Automotive,646.73
P08507,Eco Giochi 317,Giochi,1287.46
P08508,Mini Telefonia 631,Telefonia,1678.39
P08509,Ultra Informatica 603,Informatica,230.58
P08510,Smart Informatica 341,Informatica,643.98
P08511,Air Automotive 244,Automotive,1350.66
P08512,Smart Giochi 676,Giochi,1203.59
P08513,Eco Giardinaggio 941,Giardinaggio,150.65
P08514,Max Automotive 776,Automotive,676.18
P08515,Max Sport 455,Sport,1964.8
P08516,Max Bellezza 32,Bellezza,839.49
P08517,Ultra Automotive 610,Automotive,1996.31
P08518,Mini Abbigliamento 627,Abbigliamento,646.5
P08519,Air Abbigliamento 462,Abbigliamento,1521.37
P08520,Plus Informatica 6,Informatica,1592.87
P08521,Eco Elettrodomestici 116,Elettrodomestici,1642.23
P08522,Prime Giardinaggio 817,Giardinaggio,573.7
P08523,Mini Automotive 88,Automotive,710.76
P08524,Prime Telefonia 274,Telefonia,1946.9
P08525,Eco Sport 337,Sport,1680.67
P08526,Smart Informatica 496,Informatica,1898.97
P08527,Max Informatica 213,Informatica,682.94
P08528,Smart Giochi 968,Giochi,1743.03
P08529,Plus Informatica 399,Informatica,99.72
P08530,Pro Informatica 872,Informatica,519.22
P08531,Eco Automotive 751,Automotive,776.37
P08532,Lite Sport 310,Sport,85.59
P08533,Lite Automotive 146,Automotive,1378.23
P08534,Lite Giochi 985,Giochi,1220.84
P08535,Eco Informatica 356,Informatica,890.04
P08536,Pro Sport 756,Sport,316.83
P08537,Prime Telefonia 900,Telefonia,1137.59
P08538,Mini Automotive 477,Automotive,716.62
P08539,Pro Abbigliamento 98,Abbigliamento,1660.74
P08540,Ultra Telefonia 368,Telefonia,1780.43
P08541,Max Giochi 58,Giochi,1710.43
P08542,Prime Telefonia 619,Telefonia,485.1
P08543,Pro Telefonia 589,Telefonia,928.7
P08544,Eco Elettrodomestici 888,Elettrodomestici,699.65
P08545,Mini Abbigliamento 129,Abbigliamento,1623.07
P08546,Eco Elettrodomestici 665,Elettrodomestici,1579.6
P08547,Pro Informatica 350,Informatica,1551.83
P08548,Air Automotive 896,Automotive,1235.22
P08549,Air Bellezza 367,Bellezza,762.52
P08550,Prime Giardinaggio 215,Giardinaggio,174.82
P08551,Mini Elettrodomestici 533,Elettrodomestici,289.54
P08552,Smart Abbigliamento 135,Abbigliamento,1221.34
P08553,Lite Giardinaggio 227,Giardinaggio,1007.07
P08554,Air Arredamento 263,Arredamento,709.67
P08555,Smart Giochi 28,Giochi,1631.39
P08556,Air Elettrodomestici 916,Elettrodomestici,1774.17
P08557,Smart Giochi 110,Giochi,1063.28
P08558,Mini Telefonia 550,Telefonia,1390.99
P08559,Air Sport 229,Sport,933.8
P08560,Prime Giardinaggio 301,Giardinaggio,340.77
P08561,Ultra Bellezza 971,Bellezza,1501.73
P08562,Smart Elettrodomestici 872,Elettrodomestici,423.93
P08563,Lite Giardinaggio 382,Giardinaggio,1547.72
P08564,Smart Giochi 529,Giochi,1659.89
P08565,Mini Sport 393,Sport,447.87
P08566,Pro Telefonia 988,Telefonia,1502.19
P08567,Eco Arredamento 323,Arredamento,191.63
P08568,Smart Informatica 836,Informatica,636.51
P08569,Pro Telefonia 974,Telefonia,1985.99
P08570,Plus Elettrodomestici 845,Elettrodomestici,982.4
P08571,Ultra Arredamento 643,Arredamento,1995.9
P08572,Pro Bellezza 670,Bellezza,1564.38
P08573,Eco Bellezza 654,Bellezza,1294.39
P08574,Eco Bellezza 449,Bellezza,1487.73
P08575,Lite Arredamento 821,Arredamento,282.41
P08576,Ultra Automotive 138,Automotive,1324.44
P08577,Prime Bellezza 130,Bellezza,32.62
P08578,Max Giochi 181,Giochi,868.54
P08579,Smart Sport 177,Sport,764.19
P08580,Smart Bellezza 389,Bellezza,196.56
P08581,Lite Sport 412,Sport,772.63
P08582,Pro Abbigliamento 58,Abbigliamento,1572.24
P08583,Eco Bellezza 602,Bellezza,842.08
P08584,Ultra Sport 14,Sport,605.5
P08585,Ultra Bellezza 75,Bellezza,173.81
P08586,Smart Automotive 750,Automotive,1420.62
P08587,Mini Telefonia 382,Telefonia,398.62
P08588,Air Sport 242,Sport,156.07
P08589,Ultra Giochi 984,Giochi,257.94
P08590,Lite Elettrodomestici 58,Elettrodomestici,1079.73
P08591,Max Bellezza 665,Bellezza,1193.36
P08592,Lite Arredamento 330,Arredamento,537.99
P08593,Mini Giardinaggio 504,Giardinaggio,207.5
P08594,Eco Automotive 181,Automotive,1919.74
P08595,Mini Informatica 596,Informatica,48.35
P08596,Ultra Bellezza 616,Bellezza,208.37
P08597,Smart Automotive 586,Automotive,992.33
P08598,Plus Arredamento 768,Arredamento,1627.64
P08599,Lite Elettrodomestici 806,Elettrodomestici,34.39
P08600,Ultra Giardinaggio 57,Giardinaggio,1838.74
P08601,Ultra Telefonia 628,Telefonia,1333.56
P08602,Ultra Informatica 234,Informatica,998.23
P08603,Prime Automotive 795,Automotive,5.94
P08604,Pro Informatica 302,Informatica,1084.86
P08605,Air Abbigliamento 211,Abbigliamento,288.33
P08606,Ultra Telefonia 910,Telefonia,670.1
P08607,Prime Automotive 557,Automotive,153.27
P08608,Plus Informatica 571,Informatica,1945.06
P08609,Mini Informatica 417,Informatica,379.94
P08610,Pro Informatica 564,Informatica,1762.08
P08611,Prime Arredamento 131,Arredamento,1417.0
P08612,Ultra Bellezza 671,Bellezza,585.32
P08613,Prime Giochi 645,Giochi,1817.93
P08614,Lite Bellezza 982,Bellezza,1173.06
P08615,Smart Automotive 14,Automotive,1434.11
P08616,Smart Automotive 672,Automotive,1122.89
P08617,Prime Giardinaggio 467,Giardinaggio,1064.34
P08618,Lite Telefonia 200,Telefonia,16.81
P08619,Eco Elettrodomestici 430,Elettrodomestici,1012.69
P08620,Ultra Elettrodomestici 712,Elettrodomestici,152.61
P08621,Eco Elettrodomestici 645,Elettrodomestici,850.64
P08622,Prime Giardinaggio 143,Giardinaggio,1975.04
P08623,Pro Sport 751,Sport,1087.35
P08624,Plus Bellezza 679,Bellezza,1869.28
P08625,Prime Elettrodomestici 576,Elettrodomestici,55.72
P08626,Air Informatica 82,Informatica,1449.61
P08627,Smart Bellezza 908,Bellezza,946.56
P08628,Prime Abbigliamento 44,Abbigliamento,1190.09
P08629,Max Arredamento 320,Arredamento,1824.96
P08630,Max Bellezza 224,Bellezza,36.24
P08631,Max Elettrodomestici 452,Elettrodomestici,311.8
P08632,Prime Sport 751,Sport,795.9
P08633,Pro Informatica 118,Informatica,560.12
P08634,Smart Telefonia 558,Telefonia,546.46
P08635,Eco Giochi 464,Giochi,215.41
P08636,Max Giochi 441,Giochi,83.57
P08637,Mini Giochi 433,Giochi,1997.33
P08638,Lite Giardinaggio 434,Giardinaggio,980.14
P08639,Air Giardinaggio 381,Giardinaggio,671.62
P08640,Plus Automotive 54,Automotive,176.48
P08641,Lite Abbigliamento 206,Abbigliamento,1849.8
P08642,Max Giochi 39,Giochi,1076.6
P08643,Mini Elettrodomestici 373,Elettrodomestici,358.67
P08644,Mini Abbigliamento 472,Abbigliamento,1408.77
P08645,Eco Abbigliamento 974,Abbigliamento,878.9
P08646,Eco Sport 356,Sport,900.45
P08647,Mini Arredamento 694,Arredamento,1874.65
P08648,Plus Arredamento 562,Arredamento,150.46
P08649,Ultra Giardinaggio 988,Giardinaggio,937.67
P08650,Prime Arredamento 302,Arredamento,614.85
P08651,Ultra Abbigliamento 439,Abbigliamento,536.82
P08652,Pro Arredamento 311,Arredamento,1185.8
P08653,Plus Sport 126,Sport,110.67
P08654,Lite Elettrodomestici 467,Elettrodomestici,1608.94
P08655,Eco Abbigliamento 956,Abbigliamento,23.05
P08656,Prime Giochi 333,Giochi,1728.14
P08657,Max Telefonia 78,Telefonia,1617.01
P08658,Plus Giochi 487,Giochi,1565.26
P08659,Prime Automotive 322,Automotive,1335.84
P08660,Air Automotive 121,Automotive,1322.47
P08661,Eco Elettrodomestici 302,Elettrodomestici,899.45
P08662,Lite Sport 619,Sport,647.84
P08663,Plus Elettrodomestici 725,Elettrodomestici,1808.02
P08664,Lite Elettrodomestici 812,Elettrodomestici,1508.41
P08665,Max Giardinaggio 127,Giardinaggio,1923.46
P08666,Air Informatica 204,Informatica,1276.04
P08667,Eco Arredamento 270,Arredamento,1452.98
P08668,Smart Telefonia 651,Telefonia,588.68
P08669,Mini Bellezza 723,Bellezza,708.4
P08670,Prime Abbigliamento 266,Abbigliamento,163.37
P08671,Ultra Automotive 418,Automotive,1130.75
P08672,Lite Elettrodomestici 61,Elettrodomestici,1584.57
P08673,Lite Giardinaggio 636,Giardinaggio,907.29
P08674,Mini Telefonia 212,Telefonia,336.44
P08675,Eco Bellezza 945,Bellezza,240.06
P08676,Mini Bellezza 864,Bellezza,545.9
P08677,Ultra Abbigliamento 471,Abbigliamento,831.48
P08678,Max Telefonia 440,Telefonia,762.28
P08679,Lite Abbigliamento 290,Abbigliamento,1824.03
P08680,Mini Telefonia 123,Telefonia,283.51
P08681,Mini Sport 341,Sport,1506.55
P08682,Lite Informatica 527,Informatica,1204.56
P08683,Prime Informatica 130,Informatica,635.38
P08684,Pro Automotive 895,Automotive,213.95
P08685,Pro Arredamento 638,Arredamento,145.31
P08686,Smart Telefonia 79,Telefonia,138.72
P08687,Max Giardinaggio 125,Giardinaggio,1877.37
P08688,Mini Giochi 504,Giochi,1188.77
P08689,Ultra Arredamento 906,Arredamento,560.09
P08690,Ultra Arredamento 322,Arredamento,58.51
P08691,Air Telefonia 853,Telefonia,679.89
P08692,Lite Bellezza 328,Bellezza,29.61
P08693,Pro Bellezza 910,Bellezza,1432.55
P08694,Smart Giardinaggio 473,Giardinaggio,372.87
P08695,Smart Telefonia 56,Telefonia,1895.86
P08696,Plus Telefonia 148,Telefonia,1364.16
P08697,Smart Automotive 476,Automotive,621.12
P08698,Lite Elettrodomestici 702,Elettrodomestici,986.5
P08699,Ultra Informatica 400,Informatica,1113.31
P08700,Prime Abbigliamento 712,Abbigliamento,1896.08
P08701,Mini Elettrodomestici 769,Elettrodomestici,743.21
P08702,Plus Abbigliamento 178,Abbigliamento,955.97
P08703,Prime Abbigliamento 29,Abbigliamento,425.42
P08704,Eco Elettrodomestici 116,Elettrodomestici,1800.46
P08705,Eco Abbigliamento 655,Abbigliamento,1270.65
P08706,Air Arredamento 787,Arredamento,1480.44
P08707,Max Arredamento 682,Arredamento,326.61
P08708,Lite Giochi 204,Giochi,78.98
P08709,Prime Arredamento 334,Arredamento,1745.29
P08710,Lite Automotive 507,Automotive,116.2
P08711,Prime Informatica 267,Informatica,433.15
P08712,Prime Elettrodomestici 401,Elettrodomestici,153.21
P08713,Smart Arredamento 641,Arredamento,1743.97
P08714,Eco Sport 586,Sport,1433.28
P08715,Smart Abbigliamento 420,Abbigliamento,280.24
P08716,Lite Telefonia 916,Telefonia,776.05
P08717,Lite Abbigliamento 313,Abbigliamento,383.25
P08718,Smart Telefonia 217,Telefonia,1378.15
P08719,Prime Automotive 637,Automotive,1099.44
P08720,Lite Elettrodomestici 369,Elettrodomestici,1148.0
P08721,Air Giardinaggio 958,Giardinaggio,312.39
P08722,Ultra Sport 531,Sport,1186.66
P08723,Eco Giardinaggio 816,Giardinaggio,199.75
P08724,Max Arredamento 273,Arredamento,1586.27
P08725,Ultra Giochi 701,Giochi,1125.21
P08726,Max Giardinaggio 237,Giardinaggio,290.92
P08727,Air Informatica 320,Informatica,1352.01
P08728,Prime Telefonia 382,Telefonia,965.92
P08729,Prime Giochi 483,Giochi,1260.7
P08730,Pro Giardinaggio 881,Giardinaggio,5.83
P08731,Smart Giardinaggio 350,Giardinaggio,1246.54
P08732,Eco Sport 615,Sport,1340.14
P08733,Mini Giardinaggio 755,Giardinaggio,1347.82
P08734,Plus Bellezza 891,Bellezza,208.06
P08735,Plus Telefonia 689,Telefonia,106.23
P08736,Smart Sport 246,Sport,634.09
P08737,Max Bellezza 300,Bellezza,812.53
P08738,Mini Automotive 894,Automotive,1956.98
P08739,Smart Giardinaggio 277,Giardinaggio,1798.65
P08740,Prime Sport 210,Sport,507.19
P08741,Air Informatica 861,Informatica,1723.47
P08742,Prime Telefonia 371,Telefonia,1505.08
P08743,Air Informatica 689,Informatica,621.44
P08744,Pro Automotive 189,Automotive,640.9
P08745,Pro Bellezza 347,Bellezza,77.73
P08746,Pro Telefonia 187,Telefonia,83.04
P08747,Prime Sport 707,Sport,1271.32
P08748,Ultra Arredamento 971,Arredamento,83.19
P08749,Prime Elettrodomestici 286,Elettrodomestici,1818.78
P08750,Eco Arredamento 980,Arredamento,1104.04
P08751,Plus Informatica 577,Informatica,934.47
P08752,Eco Informatica 616,Informatica,1450.42
P08753,Pro Abbigliamento 467,Abbigliamento,107.98
P08754,Air Elettrodomestici 193,Elettrodomestici,202.67
P08755,Mini Bellezza 709,Bellezza,690.64
P08756,Lite Elettrodomestici 646,Elettrodomestici,1709.84
P08757,Eco Telefonia 595,Telefonia,293.14
P08758,Prime Giardinaggio 973,Giardinaggio,109.98
P08759,Mini Bellezza 831,Bellezza,199.25
P08760,Plus Elettrodomestici 171,Elettrodomestici,1278.81
P08761,Smart Informatica 769,Informatica,1690.15
P08762,Plus Arredamento 686,Arredamento,321.66
P08763,Smart Elettrodomestici 911,Elettrodomestici,1641.86
P08764,Max Giardinaggio 232,Giardinaggio,654.03
P08765,Ultra Informatica 799,Informatica,1661.11
P08766,Eco Elettrodomestici 621,Elettrodomestici,1008.33
P08767,Pro Elettrodomestici 433,Elettrodomestici,929.99
P08768,Lite Sport 303,Sport,1727.75
P08769,Max Arredamento 746,Arredamento,1360.28
P08770,Eco Telefonia 907,Telefonia,390.32
P08771,Plus Giardinaggio 766,Giardinaggio,9.78
P08772,Plus Arredamento 731,Arredamento,1890.87
P08773,Pro Telefonia 910,Telefonia,568.1
P08774,Max Giardinaggio 215,Giardinaggio,1364.75
P08775,Plus Sport 51,Sport,1925.65
P08776,Air Sport 973,Sport,1768.98
P08777,Eco Arredamento 414,Arredamento,590.74
P08778,Mini Informatica 92,Informatica,1299.39
P08779,Plus Automotive 768,Automotive,1963.57
P08780,Smart Arredamento 701,Arredamento,1960.25
P08781,Plus Informatica 651,Informatica,800.59
P08782,Smart Automotive 718,Automotive,1826.91
P08783,Ultra Informatica 399,Informatica,1600.04
P08784,Max Bellezza 670,Bellezza,1297.57
P08785,Prime Informatica 491,Informatica,873.64
P08786,Mini Bellezza 428,Bellezza,842.94
P08787,Max Telefonia 530,Telefonia,985.3
P08788,Air Bellezza 328,Bellezza,976.48
P08789,Pro Informatica 537,Informatica,1864.46
P08790,Max Informatica 237,Informatica,1710.7
P08791,Eco Telefonia 589,Telefonia,1690.51
P08792,Eco Telefonia 439,Telefonia,1389.53
P08793,Plus Giardinaggio 870,Giardinaggio,576.75
P08794,Smart Bellezza 921,Bellezza,1152.53
P08795,Ultra Sport 935,Sport,488.03
P08796,Plus Sport 489,Sport,1314.41
P08797,Plus Elettrodomestici 820,Elettrodomestici,364.39
P08798,Pro Arredamento 578,Arredamento,1183.25
P08799,Mini Arredamento 506,Arredamento,1600.79
P08800,Ultra Informatica 561,Informatica,575.9
P08801,Max Giochi 292,Giochi,1180.98
P08802,Ultra Elettrodomestici 83,Elettrodomestici,1546.99
P08803,Lite Sport 795,Sport,184.56
P08804,Pro Telefonia 873,Telefonia,1555.59
P08805,Plus Elettrodomestici 55,Elettrodomestici,762.64
P08806,Lite Abbigliamento 438,Abbigliamento,1252.1
P08807,Max Bellezza 882,Bellezza,1326.44
P08808,Max Giardinaggio 539,Giardinaggio,574.81
P08809,Eco Elettrodomestici 505,Elettrodomestici,1894.32
P08810,Pro Abbigliamento 57,Abbigliamento,245.29
P08811,Mini Bellezza 616,Bellezza,692.65
P08812,Smart Elettrodomestici 764,Elettrodomestici,1351.17
P08813,Lite Bellezza 58,Bellezza,224.31
P08814,Lite Automotive 614,Automotive,187.83
P08815,Plus Telefonia 483,Telefonia,556.36
P08816,Eco Elettrodomestici 634,Elettrodomestici,474.36
P08817,Plus Elettrodomestici 566,Elettrodomestici,471.22
P08818,Prime Giardinaggio 867,Giardinaggio,597.05
P08819,Lite Abbigliamento 116,Abbigliamento,877.88
P08820,Lite Arredamento 907,Arredamento,172.53
P08821,Max Abbigliamento 721,Abbigliamento,1994.61
P08822,Ultra Telefonia 473,Telefonia,1182.72
P08823,Eco Giochi 247,Giochi,693.71
P08824,Pro Arredamento 771,Arredamento,1946.32
P08825,Plus Informatica 382,Informatica,365.82
P08826,Ultra Elettrodomestici 666,Elettrodomestici,1701.85
P08827,Max Giochi 978,Giochi,395.65
P08828,Ultra Giardinaggio 159,Giardinaggio,1526.37
P08829,Smart Giochi 777,Giochi,1496.95
P08830,Eco Telefonia 632,Telefonia,1669.31
P08831,Ultra Elettrodomestici 397,Elettrodomestici,339.66
P08832,Prime Giardinaggio 551,Giardinaggio,72.06
P08833,Eco Bellezza 289,Bellezza,361.73
P08834,Max Giardinaggio 224,Giardinaggio,1414.85
P08835,Pro Arredamento 235,Arredamento,31.52
P08836,Eco Telefonia 755,Telefonia,588.05
P08837,Mini Telefonia 172,Telefonia,1911.94
P08838,Max Telefonia 522,Telefonia,1194.12
P08839,Pro Abbigliamento 418,Abbigliamento,58.74
P08840,Smart Giardinaggio 609,Giardinaggio,860.89
P08841,Pro Giochi 2,Giochi,72.89
P08842,Ultra Automotive 323,Automotive,1263.15
P08843,Ultra Abbigliamento 825,Abbigliamento,1504.88
P08844,Lite Abbigliamento 993,Abbigliamento,227.97
P08845,Ultra Sport 881,Sport,1693.67
P08846,Prime Giochi 667,Giochi,573.17
P08847,Mini Sport 680,Sport,188.57
P08848,Ultra Telefonia 815,Telefonia,253.16
P08849,Pro Sport 38,Sport,562.52
P08850,Ultra Arredamento 757,Arredamento,885.72
P08851,Prime Abbigliamento 517,Abbigliamento,1588.44
P08852,Eco Elettrodomestici 843,Elettrodomestici,1748.26
P08853,Mini Bellezza 594,Bellezza,129.28
P08854,Pro Bellezza 841,Bellezza,1884.59
P08855,Smart Telefonia 859,Telefonia,71.06
P08856,Mini Sport 492,Sport,1161.33
P08857,Lite Abbigliamento 183,Abbigliamento,1823.53
P08858,Lite Giardinaggio 596,Giardinaggio,1944.81
P08859,Pro Abbigliamento 336,Abbigliamento,981.64
P08860,Lite Giochi 284,Giochi,1064.32
P08861,Ultra Bellezza 481,Bellezza,1537.33
P08862,Max Sport 765,Sport,343.07
P08863,Pro Automotive 30,Automotive,125.95
P08864,Air Giardinaggio 398,Giardinaggio,394.03
P08865,Max Sport 149,Sport,1592.68
P08866,Smart Elettrodomestici 440,Elettrodomestici,439.57
P08867,Pro Giochi 51,Giochi,1187.18
P08868,Prime Informatica 728,Informatica,1117.7
P08869,Max Bellezza 980,Bellezza,873.84
P08870,Eco Giochi 317,Giochi,827.67
P08871,Pro Giardinaggio 269,Giardinaggio,135.2
P08872,Mini Telefonia 619,Telefonia,346.73
P08873,Plus Giardinaggio 87,Giardinaggio,560.46
P08874,Lite Elettrodomestici 231,Elettrodomestici,999.46
P08875,Ultra Automotive 117,Automotive,1285.97
P08876,Ultra Arredamento 588,Arredamento,673.86
P08877,Eco Automotive 254,Automotive,464.81
P08878,Pro Abbigliamento 483,Abbigliamento,1466.88
P08879,Prime Giardinaggio 763,Giardinaggio,131.74
P08880,Eco Sport 309,Sport,64.2
P08881,Eco Giardinaggio 780,Giardinaggio,153.34
P08882,Eco Informatica 958,Informatica,1264.07
P08883,Pro Elettrodomestici 969,Elettrodomestici,1622.86
P08884,Eco Bellezza 389,Bellezza,1632.6
P08885,Plus Abbigliamento 89,Abbigliamento,703.94
P08886,Lite Giochi 334,Giochi,21.4
P08887,Ultra Arredamento 608,Arredamento,1082.59
P08888,Mini Telefonia 213,Telefonia,1811.07
P08889,Plus Telefonia 179,Telefonia,1610.36
P08890,Air Giardinaggio 390,Giardinaggio,198.59
P08891,Eco Arredamento 786,Arredamento,1971.97
P08892,Prime Giardinaggio 83,Giardinaggio,1662.71
P08893,Smart Giardinaggio 592,Giardinaggio,1925.68
P08894,Mini Sport 474,Sport,845.1
P08895,Max Telefonia 870,Telefonia,777.82
P08896,Max Sport 76,Sport,1543.53
P08897,Max Giochi 875,Giochi,842.9
P08898,Lite Giochi 903,Giochi,1312.41
P08899,Lite Elettrodomestici 274,Elettrodomestici,1239.22
P08900,Max Sport 49,Sport,930.35
P08901,Lite Automotive 894,Automotive,707.19
P08902,Mini Sport 560,Sport,234.06
