Data Vendita,Prodotto,Regione,Venditore,Quantità,Prezzo Unitario,Importo Totale
23/10/2022,Prodotto 55,Est,Venditore 9,97,461.3,44746.1
25/12/2022,Prodotto 20,Sud,Venditore 13,49,547.53,26828.97
09/02/2023,Prodotto 53,Nord,Venditore 17,45,614.83,27667.35
09/04/2024,Prodotto 69,Ovest,Venditore 12,36,876.32,31547.52
18/05/2024,Prodotto 91,Est,Venditore 7,55,336.79,18523.45
19/07/2024,Prodotto 63,Ovest,Venditore 18,39,792.34,30901.26
14/03/2024,Prodotto 28,Sud,Venditore 19,10,881.9,8819.0
06/04/2023,Prodotto 88,Sud,Venditore 3,74,986.03,72966.22
25/02/2023,Prodotto 61,Centro,Venditore 12,73,238.27,17393.71
07/02/2023,Prodotto 25,Sud,Venditore 14,56,385.46,21585.76
26/02/2023,Prodotto 11,Sud,Venditore 1,21,93.88,1971.48
28/07/2023,Prodotto 61,Sud,Venditore 15,85,545.82,46394.7
16/08/2024,Prodotto 2,Sud,Venditore 7,30,999.4,29982.0
20/12/2023,Prodotto 52,Ovest,Venditore 5,57,278.17,15855.69
04/02/2023,Prodotto 54,Sud,Venditore 1,70,263.16,18421.2
01/06/2023,Prodotto 84,Ovest,Venditore 2,92,195.55,17990.6
19/07/2023,Prodotto 54,Nord,Venditore 9,46,21.68,997.28
27/03/2024,Prodotto 2,Est,Venditore 13,92,538.39,49531.88
27/11/2023,Prodotto 32,Sud,Venditore 19,2,436.37,872.74
10/11/2023,Prodotto 11,Nord,Venditore 10,42,740.2,31088.4
05/01/2023,Prodotto 73,Est,Venditore 12,33,467.17,15416.61
31/03/2024,Prodotto 21,Est,Venditore 11,70,991.92,69434.4
29/10/2023,Prodotto 94,Nord,Venditore 10,28,664.46,18604.88
03/11/2023,Prodotto 23,Ovest,Venditore 17,13,903.81,11749.53
28/10/2022,Prodotto 26,Sud,Venditore 6,5,605.4,3027.0
20/09/2023,Prodotto 74,Ovest,Venditore 15,5,247.7,1238.5
26/09/2024,Prodotto 26,Centro,Venditore 4,48,151.87,7289.76
03/02/2023,Prodotto 6,Est,Venditore 6,50,90.85,4542.5
26/12/2023,Prodotto 10,Est,Venditore 10,6,430.33,2581.98
21/12/2022,Prodotto 2,Nord,Venditore 2,96,248.04,23811.84
18/10/2022,Prodotto 33,Sud,Venditore 8,34,94.0,3196.0
15/08/2023,Prodotto 66,Est,Venditore 7,69,156.94,10828.86
28/12/2023,Prodotto 80,Sud,Venditore 11,9,930.52,8374.68
21/12/2023,Prodotto 72,Nord,Venditore 7,77,281.44,21670.88
08/04/2023,Prodotto 61,Sud,Venditore 20,45,648.17,29167.65
27/02/2024,Prodotto 74,Ovest,Venditore 19,56,579.71,32463.76
11/09/2023,Prodotto 50,Ovest,Venditore 17,1,552.04,552.04
12/04/2023,Prodotto 50,Centro,Venditore 4,65,350.98,22813.7
17/04/2023,Prodotto 29,Nord,Venditore 19,8,832.85,6662.8
17/12/2023,Prodotto 43,Est,Venditore 18,32,184.56,5905.92
09/02/2024,Prodotto 37,Nord,Venditore 2,80,678.87,54309.6
26/04/2023,Prodotto 6,Nord,Venditore 20,17,782.93,13309.81
02/08/2023,Prodotto 30,Sud,Venditore 18,60,989.83,59389.8
22/07/2024,Prodotto 97,Sud,Venditore 14,1,465.2,465.2
30/01/2023,Prodotto 67,Ovest,Venditore 15,95,459.92,43692.4
23/10/2023,Prodotto 96,Centro,Venditore 15,10,841.21,8412.1
09/12/2022,Prodotto 64,Ovest,Venditore 15,61,774.05,47217.05
20/10/2022,Prodotto 66,Est,Venditore 18,36,730.1,26283.6
09/04/2024,Prodotto 48,Nord,Venditore 13,3,940.93,2822.79
13/07/2023,Prodotto 28,Sud,Venditore 8,73,199.8,14585.4
28/12/2022,Prodotto 68,Sud,Venditore 6,11,876.23,9638.53
03/09/2024,Prodotto 63,Nord,Venditore 16,10,66.47,664.7
29/01/2023,Prodotto 17,Centro,Venditore 17,27,757.33,20447.91
13/05/2024,Prodotto 42,Est,Venditore 5,12,287.33,3447.96
25/12/2022,Prodotto 48,Sud,Venditore 8,2,743.59,1487.18
07/04/2024,Prodotto 69,Ovest,Venditore 17,51,15.88,809.88
18/05/2023,Prodotto 74,Est,Venditore 1,3,678.57,2035.71
07/11/2022,Prodotto 81,Nord,Venditore 13,29,329.93,9567.97
05/10/2023,Prodotto 69,Nord,Venditore 9,7,672.28,4705.96
16/12/2022,Prodotto 7,Est,Venditore 16,11,51.37,565.07
26/12/2023,Prodotto 53,Centro,Venditore 10,61,624.75,38109.75
29/07/2024,Prodotto 87,Nord,Venditore 15,57,353.34,20140.38
09/03/2023,Prodotto 6,Sud,Venditore 19,5,201.65,1008.25
19/02/2023,Prodotto 47,Sud,Venditore 10,89,168.56,15001.84
14/01/2024,Prodotto 41,Nord,Venditore 3,44,420.18,18487.92
20/01/2024,Prodotto 46,Sud,Venditore 4,76,615.92,46809.92
29/11/2023,Prodotto 46,Nord,Venditore 12,3,751.96,2255.88
31/07/2024,Prodotto 6,Ovest,Venditore 14,32,347.82,11130.24
17/12/2023,Prodotto 47,Ovest,Venditore 8,36,86.02,3096.72
23/06/2024,Prodotto 18,Sud,Venditore 18,45,380.86,17138.7
26/06/2023,Prodotto 36,Est,Venditore 2,85,188.13,15991.05
17/03/2024,Prodotto 52,Centro,Venditore 10,42,837.36,35169.12
22/09/2023,Prodotto 1,Sud,Venditore 15,81,532.53,43134.93
13/11/2022,Prodotto 56,Ovest,Venditore 20,77,75.39,5805.03
20/01/2023,Prodotto 43,Nord,Venditore 12,31,394.48,12228.88
27/07/2024,Prodotto 42,Ovest,Venditore 16,43,715.13,30750.59
23/10/2022,Prodotto 41,Sud,Venditore 4,66,932.56,61548.96
17/08/2024,Prodotto 80,Nord,Venditore 4,73,165.38,12072.74
16/01/2023,Prodotto 71,Centro,Venditore 13,31,755.49,23420.19
27/01/2024,Prodotto 12,Nord,Venditore 16,100,567.45,56745.0
13/06/2023,Prodotto 34,Ovest,Venditore 20,35,712.09,24923.15
13/07/2023,Prodotto 44,Nord,Venditore 8,64,150.09,9605.76
20/03/2023,Prodotto 48,Nord,Venditore 20,50,81.27,4063.5
19/03/2024,Prodotto 85,Nord,Venditore 13,91,784.91,71426.81
20/12/2023,Prodotto 33,Ovest,Venditore 12,21,526.48,11056.08
27/01/2024,Prodotto 19,Est,Venditore 8,82,233.61,19156.02
09/12/2023,Prodotto 41,Nord,Venditore 16,72,164.69,11857.68
10/10/2024,Prodotto 13,Nord,Venditore 10,22,889.44,19567.68
26/07/2023,Prodotto 78,Est,Venditore 4,10,529.38,5293.8
10/11/2023,Prodotto 92,Sud,Venditore 20,94,50.04,4703.76
11/11/2022,Prodotto 68,Centro,Venditore 14,1,175.88,175.88
29/05/2023,Prodotto 17,Est,Venditore 5,71,460.74,32712.54
08/10/2023,Prodotto 56,Sud,Venditore 5,25,795.6,19890.0
05/08/2024,Prodotto 29,Ovest,Venditore 11,37,100.53,3719.61
24/07/2023,Prodotto 38,Est,Venditore 9,76,876.89,66643.64
21/09/2024,Prodotto 26,Est,Venditore 18,23,672.19,15460.37
21/01/2024,Prodotto 21,Ovest,Venditore 11,77,685.9,52814.3
02/01/2024,Prodotto 7,Sud,Venditore 2,18,844.76,15205.68
17/12/2022,Prodotto 41,Est,Venditore 1,100,579.87,57987.0
16/03/2024,Prodotto 37,Est,Venditore 10,68,898.67,61109.56
27/08/2023,Prodotto 8,Nord,Venditore 20,97,61.06,5922.82
05/03/2023,Prodotto 55,Nord,Venditore 10,61,416.61,25413.21
11/06/2024,Prodotto 10,Nord,Venditore 13,46,324.23,14914.58
10/01/2024,Prodotto 66,Sud,Venditore 12,72,697.92,50250.24
04/08/2024,Prodotto 36,Nord,Venditore 17,3,389.12,1167.36
09/07/2024,Prodotto 70,Est,Venditore 16,35,310.03,10851.05
27/09/2024,Prodotto 72,Est,Venditore 17,13,802.05,10426.65
17/11/2022,Prodotto 81,Ovest,Venditore 10,84,123.34,10360.56
25/04/2023,Prodotto 59,Ovest,Venditore 16,54,969.34,52344.36
12/02/2023,Prodotto 47,Sud,Venditore 6,53,51.8,2745.4
05/07/2024,Prodotto 35,Ovest,Venditore 7,65,872.32,56700.8
20/11/2022,Prodotto 59,Est,Venditore 2,23,286.56,6590.88
14/09/2023,Prodotto 7,Ovest,Venditore 13,17,96.76,1644.92
18/03/2023,Prodotto 33,Est,Venditore 4,33,690.53,22787.49
13/06/2023,Prodotto 3,Centro,Venditore 13,13,370.02,4810.26
08/07/2024,Prodotto 1,Centro,Venditore 3,11,538.25,5920.75
21/11/2022,Prodotto 91,Est,Venditore 19,46,43.22,1988.12
11/05/2024,Prodotto 51,Centro,Venditore 15,55,244.95,13472.25
08/06/2024,Prodotto 69,Sud,Venditore 1,53,381.24,20205.72
11/05/2023,Prodotto 7,Centro,Venditore 11,67,392.38,26289.46
18/12/2022,Prodotto 40,Ovest,Venditore 18,46,620.9,28561.4
24/11/2022,Prodotto 12,Centro,Venditore 19,89,176.74,15729.86
03/12/2023,Prodotto 24,Nord,Venditore 3,7,716.76,5017.32
24/11/2023,Prodotto 80,Est,Venditore 6,47,314.73,14792.31
11/08/2024,Prodotto 99,Ovest,Venditore 12,11,569.01,6259.11
27/03/2024,Prodotto 31,Sud,Venditore 8,47,530.93,24953.71
27/04/2023,Prodotto 6,Sud,Venditore 1,46,847.81,38999.26
17/12/2023,Prodotto 67,Ovest,Venditore 3,56,782.61,43826.16
30/01/2024,Prodotto 19,Ovest,Venditore 4,29,56.61,1641.69
13/12/2022,Prodotto 5,Ovest,Venditore 16,18,830.38,14946.84
30/07/2024,Prodotto 96,Centro,Venditore 16,63,970.19,61121.97
14/11/2022,Prodotto 14,Sud,Venditore 10,12,331.8,3981.6
14/07/2024,Prodotto 99,Nord,Venditore 7,74,877.43,64929.82
13/10/2023,Prodotto 13,Nord,Venditore 2,52,313.91,16323.32
10/08/2024,Prodotto 71,Ovest,Venditore 15,30,938.74,28162.2
08/02/2023,Prodotto 72,Sud,Venditore 19,34,259.46,8821.64
06/07/2023,Prodotto 41,Ovest,Venditore 10,76,93.5,7106.0
10/05/2023,Prodotto 80,Nord,Venditore 19,63,45.32,2855.16
21/12/2023,Prodotto 7,Centro,Venditore 9,71,456.83,32434.93
09/12/2023,Prodotto 5,Sud,Venditore 13,88,841.34,74037.92
25/10/2023,Prodotto 58,Ovest,Venditore 5,98,243.47,23860.06
01/10/2023,Prodotto 96,Centro,Venditore 1,40,605.64,24225.6
22/07/2023,Prodotto 9,Nord,Venditore 10,92,511.08,47019.36
02/04/2023,Prodotto 81,Nord,Venditore 16,78,113.88,8882.64
17/07/2023,Prodotto 60,Est,Venditore 19,80,662.42,52993.6
25/05/2024,Prodotto 61,Ovest,Venditore 6,33,407.0,13431.0
18/04/2024,Prodotto 11,Est,Venditore 1,4,519.64,2078.56
22/08/2024,Prodotto 78,Centro,Venditore 9,100,766.36,76636.0
03/12/2022,Prodotto 36,Sud,Venditore 3,28,555.46,15552.88
17/09/2024,Prodotto 45,Ovest,Venditore 19,4,273.15,1092.6
13/05/2023,Prodotto 71,Sud,Venditore 6,56,461.61,25850.16
27/04/2024,Prodotto 41,Nord,Venditore 16,34,670.54,22798.36
15/01/2023,Prodotto 72,Sud,Venditore 20,54,770.63,41614.02
25/07/2024,Prodotto 64,Ovest,Venditore 6,90,192.89,17360.1
07/12/2022,Prodotto 46,Centro,Venditore 16,31,702.96,21791.76
15/10/2023,Prodotto 26,Ovest,Venditore 8,53,672.18,35625.54
27/10/2022,Prodotto 84,Est,Venditore 20,3,899.35,2698.05
09/12/2023,Prodotto 87,Centro,Venditore 4,92,333.18,30652.56
13/08/2024,Prodotto 54,Nord,Venditore 4,92,692.94,63750.48
15/02/2024,Prodotto 2,Centro,Venditore 16,48,957.86,45977.28
13/05/2024,Prodotto 62,Sud,Venditore 5,11,794.7,8741.7
17/05/2024,Prodotto 28,Centro,Venditore 2,55,918.07,50493.85
23/12/2023,Prodotto 72,Centro,Venditore 9,73,279.3,20388.9
18/04/2023,Prodotto 95,Sud,Venditore 11,53,841.18,44582.54
24/10/2023,Prodotto 47,Nord,Venditore 8,33,353.32,11659.56
12/01/2024,Prodotto 70,Nord,Venditore 9,75,694.52,52089.0
09/08/2024,Prodotto 46,Est,Venditore 1,34,420.84,14308.56
04/05/2023,Prodotto 68,Sud,Venditore 7,27,947.58,25584.66
31/07/2023,Prodotto 60,Sud,Venditore 17,41,119.6,4903.6
12/09/2023,Prodotto 75,Nord,Venditore 5,88,636.82,56040.16
29/05/2023,Prodotto 57,Nord,Venditore 16,85,791.18,67250.3
25/12/2022,Prodotto 57,Est,Venditore 7,18,624.06,11233.08
23/02/2024,Prodotto 59,Ovest,Venditore 18,93,170.32,15839.76
24/12/2023,Prodotto 1,Sud,Venditore 9,99,999.9,98990.1
24/06/2024,Prodotto 24,Nord,Venditore 14,74,988.5,73149.0
13/04/2024,Prodotto 1,Sud,Venditore 1,23,944.2,21716.6
21/12/2022,Prodotto 31,Nord,Venditore 19,33,46.34,1529.22
17/04/2024,Prodotto 39,Nord,Venditore 8,35,652.51,22837.85
21/03/2023,Prodotto 79,Nord,Venditore 13,48,242.2,11625.6
30/12/2022,Prodotto 16,Ovest,Venditore 5,21,542.32,11388.72
05/12/2022,Prodotto 55,Sud,Venditore 11,56,895.15,50128.4
14/08/2024,Prodotto 17,Centro,Venditore 13,7,673.39,4713.73
09/04/2023,Prodotto 21,Sud,Venditore 6,1,611.73,611.73
12/11/2022,Prodotto 26,Centro,Venditore 8,69,118.14,8151.66
21/06/2024,Prodotto 58,Est,Venditore 7,11,616.56,6782.16
05/05/2023,Prodotto 38,Sud,Venditore 10,37,222.68,8239.16
03/04/2023,Prodotto 62,Est,Venditore 10,81,415.67,33669.27
02/12/2022,Prodotto 66,Centro,Venditore 1,59,851.51,50239.09
01/08/2023,Prodotto 28,Nord,Venditore 17,73,437.82,31960.86
29/06/2024,Prodotto 91,Sud,Venditore 2,10,879.24,8792.4
23/10/2022,Prodotto 70,Centro,Venditore 9,68,898.45,61094.6
18/01/2024,Prodotto 97,Ovest,Venditore 18,27,905.05,24436.35
16/12/2023,Prodotto 98,Nord,Venditore 5,65,58.54,3805.1
28/04/2023,Prodotto 89,Centro,Venditore 10,84,960.72,80700.48
07/11/2022,Prodotto 88,Sud,Venditore 15,5,315.2,1576.0
11/01/2023,Prodotto 9,Sud,Venditore 13,72,958.4,69004.8
02/04/2024,Prodotto 32,Centro,Venditore 17,20,706.71,14134.2
29/09/2024,Prodotto 51,Est,Venditore 7,29,895.41,25966.89
30/10/2022,Prodotto 84,Nord,Venditore 6,40,332.53,13301.2
11/08/2023,Prodotto 84,Nord,Venditore 20,25,708.93,17723.25
10/08/2024,Prodotto 45,Ovest,Venditore 17,85,877.12,74555.2
06/09/2024,Prodotto 59,Centro,Venditore 10,92,351.53,32340.76
27/12/2022,Prodotto 14,Est,Venditore 8,57,992.9,56595.3
24/10/2023,Prodotto 70,Nord,Venditore 4,20,628.02,12560.4
20/10/2022,Prodotto 66,Est,Venditore 14,89,598.27,53246.03
09/05/2023,Prodotto 57,Ovest,Venditore 1,74,475.83,35211.42
22/01/2024,Prodotto 39,Sud,Venditore 7,71,147.82,10495.22
14/12/2022,Prodotto 25,Sud,Venditore 14,52,646.33,33609.16
02/10/2024,Prodotto 60,Centro,Venditore 18,52,256.45,13335.4
01/01/2024,Prodotto 51,Centro,Venditore 19,82,360.69,29576.58
18/10/2023,Prodotto 78,Sud,Venditore 7,79,609.98,48188.42
20/01/2023,Prodotto 9,Ovest,Venditore 1,10,212.26,2122.6
19/04/2024,Prodotto 41,Est,Venditore 20,83,458.63,38066.29
16/08/2023,Prodotto 8,Centro,Venditore 18,25,195.75,4893.75
29/03/2024,Prodotto 68,Est,Venditore 1,5,312.35,1561.75
22/05/2024,Prodotto 47,Nord,Venditore 12,10,519.25,5192.5
05/01/2024,Prodotto 37,Nord,Venditore 8,56,830.06,46483.36
06/07/2023,Prodotto 97,Est,Venditore 13,76,640.07,48645.32
26/02/2023,Prodotto 63,Centro,Venditore 9,68,570.43,38789.24
03/01/2023,Prodotto 19,Sud,Venditore 20,22,914.48,20118.56
25/08/2024,Prodotto 35,Centro,Venditore 1,47,350.82,16488.54
03/02/2024,Prodotto 69,Est,Venditore 7,52,893.5,46462.0
11/05/2023,Prodotto 30,Sud,Venditore 18,76,54.19,4118.44
13/07/2023,Prodotto 71,Ovest,Venditore 14,6,864.68,5188.08
05/12/2023,Prodotto 95,Ovest,Venditore 13,85,216.1,18368.5
06/03/2024,Prodotto 55,Sud,Venditore 10,31,492.09,15254.79
14/12/2022,Prodotto 43,Centro,Venditore 9,37,24.22,896.14
27/09/2024,Prodotto 55,Ovest,Venditore 16,47,360.47,16942.09
23/10/2022,Prodotto 77,Ovest,Venditore 11,51,868.82,44309.82
19/02/2023,Prodotto 84,Sud,Venditore 16,76,399.69,30376.44
11/12/2023,Prodotto 83,Est,Venditore 10,17,445.98,7581.66
20/04/2024,Prodotto 70,Sud,Venditore 15,3,312.55,937.65
06/07/2024,Prodotto 60,Centro,Venditore 5,6,365.59,2193.54
26/11/2022,Prodotto 52,Est,Venditore 20,77,891.74,68663.98
19/06/2023,Prodotto 30,Sud,Venditore 6,76,32.36,2459.36
30/09/2024,Prodotto 49,Est,Venditore 15,56,207.22,11604.32
19/01/2023,Prodotto 31,Nord,Venditore 4,35,937.71,32819.85
01/06/2024,Prodotto 22,Sud,Venditore 14,77,494.07,38043.39
29/05/2023,Prodotto 28,Nord,Venditore 8,42,901.48,37862.16
27/02/2024,Prodotto 22,Centro,Venditore 20,24,810.26,19446.24
21/02/2023,Prodotto 24,Sud,Venditore 2,61,898.98,54837.78
16/12/2023,Prodotto 60,Est,Venditore 13,21,186.06,3907.26
06/02/2023,Prodotto 29,Ovest,Venditore 14,27,307.99,8315.73
13/07/2023,Prodotto 47,Nord,Venditore 10,46,621.19,28574.74
04/05/2023,Prodotto 28,Ovest,Venditore 8,95,735.22,69845.9
29/03/2024,Prodotto 99,Ovest,Venditore 15,34,334.75,11381.5
08/07/2023,Prodotto 7,Centro,Venditore 3,86,336.72,28957.92
01/11/2022,Prodotto 27,Sud,Venditore 13,82,256.92,21067.44
03/02/2024,Prodotto 14,Sud,Venditore 1,1,34.95,34.95
27/02/2023,Prodotto 60,Est,Venditore 15,16,666.17,10658.72
13/08/2024,Prodotto 1,Ovest,Venditore 16,6,338.26,2029.56
20/09/2023,Prodotto 79,Sud,Venditore 1,55,973.52,53543.6
26/07/2024,Prodotto 22,Ovest,Venditore 20,98,265.17,25986.66
10/11/2022,Prodotto 11,Centro,Venditore 12,59,137.09,8088.31
27/02/2024,Prodotto 11,Nord,Venditore 5,37,734.56,27178.72
24/12/2023,Prodotto 100,Ovest,Venditore 19,9,981.17,8830.53
19/09/2024,Prodotto 54,Nord,Venditore 1,65,401.74,26113.1
08/07/2024,Prodotto 14,Centro,Venditore 19,50,929.68,46484.0
12/07/2023,Prodotto 90,Nord,Venditore 19,95,203.74,19355.3
22/01/2023,Prodotto 12,Nord,Venditore 7,56,195.25,10934.0
30/08/2023,Prodotto 34,Sud,Venditore 20,16,583.8,9340.8
01/05/2024,Prodotto 41,Sud,Venditore 15,2,371.15,742.3
17/03/2023,Prodotto 54,Centro,Venditore 12,61,964.41,58829.01
17/02/2023,Prodotto 73,Ovest,Venditore 12,86,447.71,38503.06
16/07/2024,Prodotto 56,Nord,Venditore 7,63,86.92,5475.96
24/11/2023,Prodotto 14,Ovest,Venditore 7,85,853.46,72544.1
03/10/2023,Prodotto 43,Nord,Venditore 9,40,133.3,5332.0
16/05/2023,Prodotto 4,Sud,Venditore 8,77,615.18,47368.86
25/08/2024,Prodotto 46,Sud,Venditore 1,80,305.41,24432.8
01/01/2023,Prodotto 27,Centro,Venditore 4,44,710.02,31240.88
03/04/2024,Prodotto 82,Ovest,Venditore 5,57,303.26,17285.82
23/11/2022,Prodotto 76,Sud,Venditore 12,79,150.96,11925.84
29/08/2023,Prodotto 56,Centro,Venditore 9,52,539.82,28070.64
26/01/2023,Prodotto 45,Sud,Venditore 12,39,529.66,20656.74
24/04/2024,Prodotto 24,Nord,Venditore 12,75,621.07,46580.25
18/12/2022,Prodotto 63,Est,Venditore 5,42,131.96,5542.32
11/10/2023,Prodotto 5,Nord,Venditore 3,60,19.26,1155.6
11/04/2024,Prodotto 4,Sud,Venditore 13,81,569.37,46118.97
17/09/2023,Prodotto 70,Sud,Venditore 12,79,557.62,44051.98
16/05/2023,Prodotto 85,Nord,Venditore 20,76,998.19,75862.44
11/11/2023,Prodotto 28,Nord,Venditore 5,93,164.48,15296.64
28/06/2024,Prodotto 94,Nord,Venditore 10,25,90.61,2265.25
15/02/2024,Prodotto 16,Est,Venditore 16,13,53.74,698.62
19/04/2024,Prodotto 28,Centro,Venditore 5,9,695.01,6255.09
27/04/2023,Prodotto 37,Est,Venditore 12,91,812.04,73895.64
10/12/2023,Prodotto 37,Est,Venditore 11,11,53.7,590.7
28/11/2022,Prodotto 14,Nord,Venditore 3,15,633.85,9507.75
01/08/2024,Prodotto 30,Nord,Venditore 9,54,863.51,46629.54
11/02/2023,Prodotto 29,Nord,Venditore 8,75,209.07,15680.25
02/10/2023,Prodotto 72,Sud,Venditore 14,52,797.61,41475.72
28/04/2024,Prodotto 98,Centro,Venditore 14,56,998.99,55943.44
20/04/2023,Prodotto 65,Centro,Venditore 20,84,861.29,72348.36
17/03/2023,Prodotto 17,Est,Venditore 14,12,248.08,2976.96
16/02/2023,Prodotto 99,Ovest,Venditore 10,27,620.14,16743.78
16/04/2023,Prodotto 95,Est,Venditore 10,58,244.25,14166.5
02/07/2024,Prodotto 56,Nord,Venditore 11,27,485.29,13102.83
28/03/2024,Prodotto 37,Est,Venditore 8,63,899.36,56659.68
24/11/2022,Prodotto 45,Centro,Venditore 10,7,801.52,5610.64
05/10/2024,Prodotto 23,Centro,Venditore 9,41,878.42,36015.22
04/03/2023,Prodotto 88,Est,Venditore 16,48,895.99,43007.52
27/12/2023,Prodotto 36,Sud,Venditore 2,77,741.26,57077.02
11/09/2024,Prodotto 83,Ovest,Venditore 6,9,260.3,2342.7
14/03/2023,Prodotto 46,Centro,Venditore 18,100,744.91,74491.0
28/07/2023,Prodotto 28,Ovest,Venditore 16,18,436.94,7864.92
21/10/2023,Prodotto 50,Est,Venditore 7,3,992.54,2977.62
24/04/2024,Prodotto 85,Sud,Venditore 10,16,880.1,14081.6
25/08/2023,Prodotto 80,Ovest,Venditore 20,86,609.42,52410.12
23/11/2023,Prodotto 54,Centro,Venditore 9,7,279.3,1955.1
08/03/2024,Prodotto 89,Ovest,Venditore 7,82,439.74,36058.68
15/08/2023,Prodotto 31,Ovest,Venditore 17,43,754.3,32434.9
26/02/2023,Prodotto 70,Centro,Venditore 4,67,781.63,52369.21
17/06/2024,Prodotto 51,Centro,Venditore 10,79,415.51,32825.29
12/12/2023,Prodotto 1,Ovest,Venditore 20,98,536.05,52532.9
12/08/2024,Prodotto 96,Nord,Venditore 13,52,613.24,31888.48
26/01/2023,Prodotto 34,Ovest,Venditore 19,8,452.1,3616.8
18/08/2023,Prodotto 97,Centro,Venditore 12,25,260.05,6501.25
16/10/2022,Prodotto 54,Sud,Venditore 5,66,285.33,18831.78
18/03/2023,Prodotto 30,Nord,Venditore 8,83,965.23,80114.09
02/08/2023,Prodotto 30,Ovest,Venditore 1,50,948.09,47404.5
03/06/2024,Prodotto 91,Ovest,Venditore 2,55,333.35,18334.25
15/11/2022,Prodotto 37,Centro,Venditore 19,39,666.68,26000.52
12/10/2024,Prodotto 80,Nord,Venditore 1,77,296.02,22793.54
28/10/2023,Prodotto 84,Ovest,Venditore 13,36,886.97,31930.92
29/04/2024,Prodotto 61,Ovest,Venditore 20,82,187.91,15408.62
03/06/2023,Prodotto 64,Sud,Venditore 2,8,302.94,2423.52
16/01/2023,Prodotto 39,Centro,Venditore 20,84,560.27,47062.68
30/06/2024,Prodotto 70,Est,Venditore 15,97,693.23,67243.31
28/06/2023,Prodotto 79,Centro,Venditore 11,52,340.36,17698.72
19/10/2023,Prodotto 24,Centro,Venditore 17,52,99.14,5155.28
11/10/2024,Prodotto 71,Sud,Venditore 6,15,911.92,13678.8
21/04/2024,Prodotto 25,Nord,Venditore 8,100,658.56,65856.0
04/11/2022,Prodotto 32,Ovest,Venditore 16,17,978.59,16636.03
01/06/2023,Prodotto 87,Nord,Venditore 11,85,475.0,40375.0
18/09/2024,Prodotto 20,Centro,Venditore 1,13,368.38,4788.94
05/05/2023,Prodotto 26,Nord,Venditore 8,79,79.44,6275.76
09/09/2024,Prodotto 47,Ovest,Venditore 5,18,541.39,9745.02
19/12/2022,Prodotto 44,Centro,Venditore 11,90,286.37,25773.3
11/01/2023,Prodotto 20,Nord,Venditore 1,89,758.78,67531.42
10/10/2024,Prodotto 26,Nord,Venditore 4,81,389.56,31554.36
27/09/2024,Prodotto 87,Centro,Venditore 4,93,265.05,24649.65
22/09/2024,Prodotto 20,Sud,Venditore 2,89,217.18,19329.02
19/06/2024,Prodotto 24,Nord,Venditore 9,14,566.62,7932.68
17/08/2024,Prodotto 4,Sud,Venditore 18,41,852.24,34941.84
19/06/2024,Prodotto 28,Est,Venditore 15,70,485.49,33984.3
13/11/2023,Prodotto 97,Sud,Venditore 1,86,536.76,46161.36
27/03/2024,Prodotto 93,Sud,Venditore 5,73,166.71,12169.83
17/10/2023,Prodotto 35,Ovest,Venditore 2,56,560.96,31413.76
01/03/2024,Prodotto 63,Sud,Venditore 4,78,366.95,28622.1
29/08/2024,Prodotto 94,Nord,Venditore 16,37,593.88,21973.56
11/02/2024,Prodotto 98,Ovest,Venditore 10,86,899.09,77321.74
04/08/2023,Prodotto 76,Sud,Venditore 3,60,722.72,43363.2
15/09/2023,Prodotto 92,Centro,Venditore 20,43,41.11,1767.73
30/06/2024,Prodotto 45,Ovest,Venditore 4,71,270.36,19195.56
06/10/2023,Prodotto 12,Sud,Venditore 14,48,856.17,41096.16
02/02/2023,Prodotto 62,Nord,Venditore 7,18,544.26,9796.68
15/12/2022,Prodotto 41,Centro,Venditore 17,68,436.99,29715.32
20/02/2024,Prodotto 52,Est,Venditore 8,88,242.19,21312.72
12/02/2024,Prodotto 51,Nord,Venditore 14,47,308.43,14496.21
28/10/2023,Prodotto 50,Ovest,Venditore 17,55,69.2,3806.0
07/12/2023,Prodotto 60,Est,Venditore 8,32,58.1,1859.2
20/12/2022,Prodotto 32,Sud,Venditore 7,61,784.67,47864.87
21/04/2023,Prodotto 88,Ovest,Venditore 16,43,112.48,4836.64
21/10/2023,Prodotto 1,Est,Venditore 7,65,655.56,42611.4
03/09/2023,Prodotto 43,Centro,Venditore 8,93,818.17,76089.81
26/05/2024,Prodotto 43,Nord,Venditore 10,74,15.09,1116.66
10/10/2024,Prodotto 63,Ovest,Venditore 12,33,897.35,29612.55
19/03/2023,Prodotto 90,Est,Venditore 11,76,492.4,37422.4
05/12/2023,Prodotto 63,Ovest,Venditore 17,56,591.76,33138.56
18/06/2023,Prodotto 36,Nord,Venditore 6,29,296.91,8610.39
27/04/2023,Prodotto 74,Est,Venditore 12,5,530.73,2653.65
06/03/2024,Prodotto 92,Nord,Venditore 16,62,400.92,24857.04
10/12/2023,Prodotto 32,Est,Venditore 20,8,618.56,4948.48
18/09/2024,Prodotto 20,Est,Venditore 1,90,81.42,7327.8
18/03/2024,Prodotto 33,Nord,Venditore 20,92,599.84,55185.28
11/08/2023,Prodotto 45,Centro,Venditore 7,94,783.14,73615.16
04/10/2024,Prodotto 20,Est,Venditore 11,48,247.31,11870.88
17/10/2022,Prodotto 23,Est,Venditore 3,12,807.13,9685.56
