ID Vendita,Data Vendita,ID Prodotto,ID Cliente,Quantità,Prezzo Unitario,Importo Totale
S03944,07/09/2024,P00266,C1047,12,767.35,9208.2
S03945,01/11/2023,P00107,C1015,15,366.18,5492.7
S03946,05/05/2024,P00299,C1009,7,345.45,2418.15
S03947,07/09/2024,P00287,C1099,3,613.46,1840.38
S03948,08/11/2023,P00042,C1047,6,256.23,1537.38
S03949,18/04/2024,P00163,C1074,19,301.43,5727.17
S03950,06/07/2024,P00146,C1087,2,772.34,1544.68
S03951,25/07/2024,P00057,C1002,18,656.61,11818.98
S03952,07/07/2024,P00135,C1005,12,131.7,1580.4
S03953,19/04/2024,P00222,C1046,2,123.25,246.5
S03954,16/03/2024,P00226,C1053,12,902.89,10834.68
S03955,09/06/2024,P00163,C1090,11,301.43,3315.73
S03956,04/08/2024,P00284,C1091,14,55.48,776.72
S03957,30/05/2024,P00129,C1094,14,844.39,11821.46
S03958,16/07/2024,P00260,C1020,18,522.65,9407.7
S03959,22/12/2023,P00069,C1082,20,849.08,16981.6
S03960,12/11/2023,P00188,C1080,18,687.6,12376.8
S03961,17/12/2023,P00207,C1040,18,688.48,12392.64
S03962,04/11/2023,P00119,C1017,18,734.34,13218.12
S03963,26/09/2024,P00103,C1099,14,731.98,10247.72
S03964,03/09/2024,P00080,C1046,20,643.54,12870.8
S03965,08/02/2024,P00177,C1042,13,602.67,7834.71
S03966,06/10/2024,P00220,C1099,4,937.67,3750.68
S03967,11/10/2024,P00209,C1070,20,181.61,3632.2
S03968,25/10/2023,P00182,C1001,1,18.96,18.96
S03969,02/03/2024,P00166,C1058,11,965.87,10624.57
S03970,22/09/2024,P00241,C1032,3,528.6,1585.8
S03971,15/03/2024,P00119,C1042,11,734.34,8077.74
S03972,10/12/2023,P00067,C1083,9,471.86,4246.74
S03973,17/07/2024,P00041,C1090,14,495.31,6934.34
S03974,22/10/2024,P00095,C1090,2,86.94,173.88
S03975,24/11/2023,P00101,C1023,17,851.25,14471.25
S03976,07/04/2024,P00085,C1068,5,242.81,1214.05
S03977,14/01/2024,P00234,C1026,13,345.33,4489.29
S03978,28/06/2024,P00017,C1068,19,976.27,18549.13
S03979,09/07/2024,P00171,C1098,13,384.97,5004.61
S03980,26/04/2024,P00080,C1043,10,643.54,6435.4
S03981,22/08/2024,P00181,C1100,17,198.45,3373.65
S03982,06/07/2024,P00139,C1095,20,321.54,6430.8
S03983,06/01/2024,P00151,C1013,12,169.77,2037.24
S03984,30/06/2024,P00093,C1052,6,363.4,2180.4
S03985,13/11/2023,P00072,C1046,20,173.52,3470.4
S03986,13/03/2024,P00083,C1050,2,665.31,1330.62
S03987,17/06/2024,P00063,C1010,17,431.76,7339.92
S03988,19/04/2024,P00188,C1026,9,687.6,6188.4
S03989,04/03/2024,P00148,C1068,8,392.08,3136.64
S03990,21/03/2024,P00194,C1015,11,153.3,1686.3
S03991,29/11/2023,P00293,C1039,20,832.93,16658.6
S03992,13/08/2024,P00283,C1099,9,753.52,6781.68
S03993,12/12/2023,P00098,C1061,7,11.07,77.49
S03994,09/06/2024,P00258,C1002,3,100.62,301.86
S03995,19/05/2024,P00040,C1001,2,185.87,371.74
S03996,01/08/2024,P00003,C1060,2,294.21,588.42
S03997,11/10/2024,P00096,C1008,18,838.06,15085.08
S03998,17/09/2024,P00180,C1093,18,480.94,8656.92
S03999,23/12/2023,P00170,C1051,1,993.88,993.88
S04000,16/05/2024,P00211,C1070,18,750.83,13514.94
S04001,07/03/2024,P00119,C1013,9,734.34,6609.06
S04002,21/06/2024,P00231,C1037,11,527.83,5806.13
S04003,12/01/2024,P00104,C1030,4,450.29,1801.16
S04004,28/09/2024,P00128,C1036,2,659.71,1319.42
S04005,19/04/2024,P00297,C1029,9,744.19,6697.71
S04006,18/10/2024,P00259,C1046,20,679.96,13599.2
S04007,22/03/2024,P00132,C1053,11,317.74,3495.14
S04008,14/04/2024,P00259,C1087,19,679.96,12919.24
S04009,09/08/2024,P00044,C1010,1,668.45,668.45
S04010,21/05/2024,P00193,C1031,9,723.27,6509.43
S04011,23/09/2024,P00243,C1006,14,17.89,250.46
S04012,21/02/2024,P00048,C1056,2,668.73,1337.46
S04013,07/09/2024,P00080,C1085,5,643.54,3217.7
S04014,24/02/2024,P00217,C1073,17,799.76,13595.92
S04015,08/06/2024,P00033,C1085,11,656.97,7226.67
S04016,25/06/2024,P00026,C1077,4,621.02,2484.08
S04017,01/09/2024,P00164,C1073,1,154.79,154.79
S04018,15/11/2023,P00261,C1038,3,812.95,2438.85
S04019,24/11/2023,P00041,C1069,3,495.31,1485.93
S04020,28/06/2024,P00076,C1091,19,616.81,11719.39
S04021,18/08/2024,P00191,C1078,15,284.95,4274.25
S04022,02/09/2024,P00241,C1008,16,528.6,8457.6
S04023,29/06/2024,P00259,C1003,9,679.96,6119.64
S04024,15/03/2024,P00284,C1079,16,55.48,887.68
S04025,24/11/2023,P00153,C1077,19,618.41,11749.79
S04026,17/02/2024,P00167,C1072,19,183.97,3495.43
S04027,02/11/2023,P00230,C1075,10,177.74,1777.4
S04028,29/07/2024,P00215,C1064,16,293.44,4695.04
S04029,13/11/2023,P00118,C1025,1,773.79,773.79
S04030,03/07/2024,P00014,C1017,19,403.16,7660.04
S04031,16/04/2024,P00246,C1013,14,207.35,2902.9
S04032,20/07/2024,P00010,C1066,16,191.43,3062.88
S04033,18/05/2024,P00110,C1082,17,857.16,14571.72
S04034,11/10/2024,P00119,C1065,10,734.34,7343.4
S04035,08/07/2024,P00176,C1015,2,621.19,1242.38
S04036,08/12/2023,P00158,C1035,20,341.41,6828.2
S04037,15/04/2024,P00079,C1090,13,202.11,2627.43
S04038,25/09/2024,P00238,C1073,6,466.15,2796.9
S04039,24/04/2024,P00256,C1022,16,477.55,7640.8
S04040,31/01/2024,P00134,C1015,16,967.69,15483.04
S04041,02/02/2024,P00199,C1083,4,195.65,782.6
S04042,04/03/2024,P00094,C1068,12,38.96,467.52
S04043,14/10/2024,P00089,C1052,11,28.18,309.98
S04044,13/01/2024,P00109,C1077,20,64.48,1289.6
S04045,23/02/2024,P00047,C1009,4,727.47,2909.88
S04046,24/06/2024,P00104,C1041,6,450.29,2701.74
S04047,09/04/2024,P00285,C1064,6,259.72,1558.32
S04048,04/03/2024,P00249,C1035,2,378.02,756.04
S04049,01/07/2024,P00053,C1070,11,194.78,2142.58
S04050,11/07/2024,P00160,C1038,1,421.7,421.7
S04051,11/09/2024,P00064,C1043,5,874.85,4374.25
S04052,02/07/2024,P00023,C1061,1,853.67,853.67
S04053,22/11/2023,P00192,C1076,9,44.33,398.97
S04054,25/01/2024,P00180,C1052,2,480.94,961.88
S04055,31/07/2024,P00166,C1012,5,965.87,4829.35
S04056,25/08/2024,P00201,C1012,20,892.96,17859.2
S04057,26/02/2024,P00141,C1025,3,732.38,2197.14
S04058,20/04/2024,P00096,C1073,6,838.06,5028.36
S04059,25/09/2024,P00257,C1077,13,662.97,8618.61
S04060,25/02/2024,P00039,C1095,5,268.22,1341.1
S04061,05/06/2024,P00172,C1034,4,649.15,2596.6
S04062,08/11/2023,P00293,C1024,10,832.93,8329.3
S04063,11/07/2024,P00221,C1082,18,673.36,12120.48
S04064,22/01/2024,P00047,C1038,5,727.47,3637.35
S04065,10/12/2023,P00095,C1077,4,86.94,347.76
S04066,06/07/2024,P00279,C1082,7,214.69,1502.83
S04067,14/08/2024,P00221,C1014,13,673.36,8753.68
S04068,14/11/2023,P00201,C1075,5,892.96,4464.8
S04069,20/03/2024,P00086,C1100,3,45.37,136.11
S04070,14/12/2023,P00038,C1069,11,913.52,10048.72
S04071,18/05/2024,P00145,C1036,10,298.19,2981.9
S04072,01/05/2024,P00076,C1097,3,616.81,1850.43
S04073,04/04/2024,P00050,C1013,19,640.37,12167.03
S04074,26/01/2024,P00092,C1008,16,624.8,9996.8
S04075,03/06/2024,P00036,C1016,8,228.4,1827.2
S04076,27/11/2023,P00156,C1061,20,914.78,18295.6
S04077,28/05/2024,P00121,C1049,7,781.09,5467.63
S04078,08/06/2024,P00267,C1063,5,276.84,1384.2
S04079,08/04/2024,P00197,C1059,15,833.68,12505.2
S04080,20/10/2024,P00126,C1020,10,616.75,6167.5
S04081,17/09/2024,P00200,C1050,5,835.6,4178.0
S04082,25/02/2024,P00257,C1005,13,662.97,8618.61
S04083,02/11/2023,P00032,C1039,4,63.57,254.28
S04084,27/04/2024,P00193,C1068,6,723.27,4339.62
S04085,03/02/2024,P00151,C1001,12,169.77,2037.24
S04086,22/04/2024,P00253,C1029,3,344.38,1033.14
S04087,16/02/2024,P00061,C1025,10,514.48,5144.8
S04088,27/11/2023,P00108,C1052,13,906.66,11786.58
S04089,29/07/2024,P00294,C1087,5,317.07,1585.35
S04090,06/06/2024,P00031,C1022,11,543.77,5981.47
S04091,20/01/2024,P00244,C1018,17,723.16,12293.72
S04092,23/10/2023,P00295,C1033,1,333.17,333.17
S04093,25/07/2024,P00113,C1083,9,528.51,4756.59
S04094,22/11/2023,P00030,C1011,13,417.74,5430.62
S04095,17/04/2024,P00063,C1001,4,431.76,1727.04
S04096,28/06/2024,P00101,C1044,10,851.25,8512.5
S04097,17/09/2024,P00277,C1063,12,497.36,5968.32
S04098,15/05/2024,P00062,C1076,3,689.14,2067.42
S04099,08/07/2024,P00147,C1034,5,550.03,2750.15
S04100,20/10/2024,P00167,C1098,3,183.97,551.91
S04101,30/11/2023,P00067,C1033,11,471.86,5190.46
S04102,15/12/2023,P00211,C1051,4,750.83,3003.32
S04103,14/02/2024,P00282,C1019,19,623.78,11851.82
S04104,01/05/2024,P00273,C1082,15,472.98,7094.7
S04105,22/12/2023,P00057,C1026,15,656.61,9849.15
S04106,13/05/2024,P00041,C1076,5,495.31,2476.55
S04107,02/03/2024,P00278,C1093,1,353.77,353.77
S04108,06/06/2024,P00068,C1052,8,413.91,3311.28
S04109,16/02/2024,P00092,C1055,3,624.8,1874.4
S04110,29/03/2024,P00100,C1065,11,311.0,3421.0
S04111,06/03/2024,P00217,C1043,12,799.76,9597.12
S04112,16/06/2024,P00201,C1025,9,892.96,8036.64
S04113,07/04/2024,P00134,C1065,5,967.69,4838.45
S04114,07/12/2023,P00119,C1084,7,734.34,5140.38
S04115,28/12/2023,P00104,C1018,14,450.29,6304.06
S04116,02/02/2024,P00176,C1074,12,621.19,7454.28
S04117,07/04/2024,P00059,C1044,9,700.4,6303.6
S04118,18/01/2024,P00121,C1020,1,781.09,781.09
S04119,30/04/2024,P00032,C1051,17,63.57,1080.69
S04120,07/04/2024,P00157,C1063,4,807.6,3230.4
S04121,19/11/2023,P00224,C1056,7,781.41,5469.87
S04122,11/06/2024,P00158,C1060,20,341.41,6828.2
S04123,18/04/2024,P00101,C1078,1,851.25,851.25
S04124,23/02/2024,P00046,C1082,18,935.87,16845.66
S04125,05/11/2023,P00007,C1056,12,789.21,9470.52
S04126,23/01/2024,P00294,C1082,17,317.07,5390.19
S04127,22/05/2024,P00291,C1017,12,88.59,1063.08
S04128,19/09/2024,P00008,C1073,15,602.85,9042.75
S04129,01/04/2024,P00192,C1022,14,44.33,620.62
S04130,25/06/2024,P00114,C1073,16,330.08,5281.28
S04131,17/02/2024,P00263,C1020,6,804.73,4828.38
S04132,16/07/2024,P00194,C1021,10,153.3,1533.0
S04133,04/10/2024,P00140,C1053,11,486.48,5351.28
S04134,27/12/2023,P00071,C1069,19,812.64,15440.16
S04135,30/09/2024,P00244,C1099,7,723.16,5062.12
S04136,23/09/2024,P00039,C1028,3,268.22,804.66
S04137,01/11/2023,P00263,C1100,5,804.73,4023.65
S04138,05/12/2023,P00285,C1099,10,259.72,2597.2
S04139,12/04/2024,P00222,C1069,14,123.25,1725.5
S04140,13/04/2024,P00186,C1001,12,701.83,8421.96
S04141,24/04/2024,P00038,C1018,2,913.52,1827.04
S04142,16/05/2024,P00299,C1024,10,345.45,3454.5
S04143,13/09/2024,P00165,C1097,10,428.77,4287.7
S04144,02/12/2023,P00245,C1027,7,394.23,2759.61
S04145,17/01/2024,P00036,C1065,12,228.4,2740.8
S04146,01/05/2024,P00261,C1053,18,812.95,14633.1
S04147,24/03/2024,P00235,C1018,20,600.78,12015.6
S04148,15/01/2024,P00079,C1095,6,202.11,1212.66
S04149,14/02/2024,P00295,C1099,4,333.17,1332.68
S04150,11/10/2024,P00099,C1039,2,369.01,738.02
S04151,11/09/2024,P00174,C1096,12,731.1,8773.2
S04152,12/04/2024,P00294,C1048,7,317.07,2219.49
S04153,02/09/2024,P00062,C1001,5,689.14,3445.7
S04154,03/10/2024,P00208,C1008,18,356.19,6411.42
S04155,19/06/2024,P00286,C1087,14,845.06,11830.84
S04156,05/01/2024,P00196,C1049,18,443.12,7976.16
S04157,24/05/2024,P00031,C1049,2,543.77,1087.54
S04158,27/07/2024,P00011,C1062,10,336.37,3363.7
S04159,20/03/2024,P00224,C1066,5,781.41,3907.05
S04160,16/06/2024,P00093,C1050,18,363.4,6541.2
S04161,12/02/2024,P00127,C1052,16,596.5,9544.0
S04162,01/09/2024,P00190,C1071,6,980.25,5881.5
S04163,07/06/2024,P00146,C1029,11,772.34,8495.74
S04164,29/11/2023,P00084,C1092,11,914.16,10055.76
S04165,18/04/2024,P00118,C1056,16,773.79,12380.64
S04166,17/12/2023,P00274,C1089,18,482.21,8679.78
S04167,20/01/2024,P00296,C1088,5,969.27,4846.35
S04168,22/04/2024,P00206,C1087,2,121.94,243.88
S04169,18/03/2024,P00195,C1098,20,292.17,5843.4
S04170,05/01/2024,P00008,C1077,20,602.85,12057.0
S04171,13/04/2024,P00078,C1029,7,890.39,6232.73
S04172,07/11/2023,P00191,C1082,15,284.95,4274.25
S04173,24/06/2024,P00011,C1086,7,336.37,2354.59
S04174,22/02/2024,P00193,C1050,5,723.27,3616.35
S04175,10/10/2024,P00143,C1065,7,879.24,6154.68
S04176,03/02/2024,P00096,C1052,5,838.06,4190.3
S04177,24/08/2024,P00096,C1024,10,838.06,8380.6
S04178,05/11/2023,P00235,C1035,5,600.78,3003.9
S04179,10/07/2024,P00251,C1053,7,101.11,707.77
S04180,20/09/2024,P00195,C1020,11,292.17,3213.87
S04181,01/01/2024,P00075,C1025,19,978.04,18582.76
S04182,10/02/2024,P00261,C1026,14,812.95,11381.3
S04183,09/01/2024,P00028,C1085,6,499.78,2998.68
S04184,05/04/2024,P00178,C1036,7,917.53,6422.71
S04185,24/07/2024,P00288,C1070,19,443.72,8430.68
S04186,19/10/2024,P00171,C1082,13,384.97,5004.61
S04187,19/05/2024,P00118,C1020,20,773.79,15475.8
S04188,31/07/2024,P00088,C1007,1,637.46,637.46
S04189,08/07/2024,P00067,C1081,3,471.86,1415.58
S04190,04/10/2024,P00182,C1047,12,18.96,227.52
S04191,23/10/2023,P00173,C1024,19,522.52,9927.88
S04192,17/08/2024,P00195,C1056,15,292.17,4382.55
S04193,19/10/2024,P00150,C1026,13,343.73,4468.49
S04194,18/10/2024,P00062,C1052,16,689.14,11026.24
S04195,21/09/2024,P00129,C1047,4,844.39,3377.56
S04196,02/03/2024,P00050,C1017,1,640.37,640.37
S04197,04/08/2024,P00115,C1050,17,960.63,16330.71
S04198,30/04/2024,P00272,C1012,13,354.4,4607.2
S04199,24/03/2024,P00127,C1077,3,596.5,1789.5
S04200,08/12/2023,P00193,C1065,15,723.27,10849.05
S04201,23/06/2024,P00084,C1022,10,914.16,9141.6
S04202,23/05/2024,P00195,C1034,10,292.17,2921.7
S04203,12/05/2024,P00091,C1037,13,334.92,4353.96
S04204,09/06/2024,P00250,C1063,5,853.34,4266.7
S04205,22/11/2023,P00014,C1100,14,403.16,5644.24
S04206,30/10/2023,P00140,C1045,7,486.48,3405.36
S04207,22/06/2024,P00288,C1096,20,443.72,8874.4
S04208,03/09/2024,P00006,C1056,11,978.12,10759.32
S04209,07/06/2024,P00254,C1051,20,349.19,6983.8
S04210,05/11/2023,P00002,C1014,3,332.53,997.59
S04211,08/12/2023,P00080,C1065,9,643.54,5791.86
S04212,30/04/2024,P00207,C1087,5,688.48,3442.4
S04213,18/01/2024,P00112,C1061,13,351.3,4566.9
S04214,01/06/2024,P00164,C1063,11,154.79,1702.69
S04215,15/04/2024,P00024,C1066,12,355.75,4269.0
S04216,03/07/2024,P00261,C1043,6,812.95,4877.7
S04217,13/07/2024,P00181,C1043,5,198.45,992.25
S04218,15/01/2024,P00014,C1015,2,403.16,806.32
S04219,26/08/2024,P00175,C1031,3,458.77,1376.31
S04220,28/05/2024,P00030,C1071,3,417.74,1253.22
S04221,01/09/2024,P00136,C1079,4,483.37,1933.48
S04222,12/08/2024,P00121,C1091,15,781.09,11716.35
S04223,21/05/2024,P00170,C1092,6,993.88,5963.28
S04224,05/10/2024,P00084,C1027,4,914.16,3656.64
S04225,18/10/2024,P00126,C1055,1,616.75,616.75
S04226,16/07/2024,P00241,C1090,11,528.6,5814.6
S04227,27/05/2024,P00252,C1016,7,87.98,615.86
S04228,06/11/2023,P00197,C1017,3,833.68,2501.04
S04229,10/04/2024,P00214,C1088,2,358.89,717.78
S04230,10/07/2024,P00025,C1089,2,331.08,662.16
S04231,15/11/2023,P00244,C1049,10,723.16,7231.6
S04232,16/03/2024,P00211,C1040,10,750.83,7508.3
S04233,19/03/2024,P00079,C1100,8,202.11,1616.88
S04234,22/11/2023,P00075,C1031,17,978.04,16626.68
S04235,08/03/2024,P00111,C1019,4,331.87,1327.48
S04236,17/07/2024,P00108,C1032,18,906.66,16319.88
S04237,12/03/2024,P00065,C1086,8,328.73,2629.84
S04238,01/01/2024,P00067,C1050,13,471.86,6134.18
S04239,24/12/2023,P00070,C1094,9,346.62,3119.58
S04240,13/06/2024,P00272,C1033,2,354.4,708.8
S04241,22/08/2024,P00129,C1065,4,844.39,3377.56
S04242,29/12/2023,P00065,C1093,3,328.73,986.19
S04243,06/12/2023,P00026,C1014,7,621.02,4347.14
S04244,13/04/2024,P00032,C1008,17,63.57,1080.69
S04245,27/05/2024,P00056,C1097,16,169.47,2711.52
S04246,29/03/2024,P00291,C1011,8,88.59,708.72
S04247,22/12/2023,P00221,C1077,17,673.36,11447.12
S04248,18/10/2024,P00266,C1064,17,767.35,13044.95
S04249,26/10/2023,P00143,C1049,20,879.24,17584.8
S04250,30/08/2024,P00063,C1060,8,431.76,3454.08
S04251,12/09/2024,P00105,C1049,12,532.52,6390.24
S04252,04/11/2023,P00151,C1019,14,169.77,2376.78
S04253,16/04/2024,P00231,C1061,5,527.83,2639.15
S04254,05/10/2024,P00230,C1065,17,177.74,3021.58
S04255,23/11/2023,P00141,C1023,1,732.38,732.38
S04256,15/05/2024,P00219,C1020,14,202.95,2841.3
S04257,26/02/2024,P00030,C1049,12,417.74,5012.88
S04258,26/08/2024,P00248,C1051,2,679.35,1358.7
S04259,16/08/2024,P00222,C1035,5,123.25,616.25
S04260,16/01/2024,P00031,C1004,7,543.77,3806.39
S04261,26/11/2023,P00059,C1081,15,700.4,10506.0
S04262,28/03/2024,P00045,C1025,8,876.87,7014.96
S04263,24/02/2024,P00146,C1010,20,772.34,15446.8
S04264,29/01/2024,P00275,C1030,7,559.04,3913.28
S04265,22/08/2024,P00210,C1008,2,251.91,503.82
S04266,20/05/2024,P00081,C1094,15,227.87,3418.05
S04267,02/09/2024,P00066,C1057,20,997.41,19948.2
S04268,20/04/2024,P00197,C1053,12,833.68,10004.16
S04269,02/10/2024,P00179,C1017,6,220.09,1320.54
S04270,30/09/2024,P00262,C1012,2,480.14,960.28
S04271,07/02/2024,P00178,C1056,8,917.53,7340.24
S04272,01/03/2024,P00266,C1091,6,767.35,4604.1
S04273,11/01/2024,P00182,C1094,18,18.96,341.28
S04274,19/09/2024,P00107,C1049,2,366.18,732.36
S04275,12/04/2024,P00251,C1046,11,101.11,1112.21
S04276,08/09/2024,P00253,C1028,20,344.38,6887.6
S04277,18/09/2024,P00279,C1060,12,214.69,2576.28
S04278,06/10/2024,P00076,C1080,14,616.81,8635.34
S04279,26/09/2024,P00163,C1034,5,301.43,1507.15
S04280,07/11/2023,P00153,C1024,12,618.41,7420.92
S04281,17/01/2024,P00087,C1010,5,708.04,3540.2
S04282,08/10/2024,P00045,C1053,9,876.87,7891.83
S04283,09/10/2024,P00004,C1098,18,661.85,11913.3
S04284,19/05/2024,P00233,C1044,1,928.81,928.81
S04285,21/04/2024,P00219,C1046,19,202.95,3856.05
S04286,31/10/2023,P00286,C1060,9,845.06,7605.54
S04287,06/11/2023,P00139,C1062,19,321.54,6109.26
S04288,26/11/2023,P00077,C1031,18,612.93,11032.74
S04289,22/02/2024,P00255,C1100,10,93.28,932.8
S04290,03/04/2024,P00195,C1099,10,292.17,2921.7
S04291,25/04/2024,P00105,C1098,9,532.52,4792.68
S04292,23/08/2024,P00210,C1063,6,251.91,1511.46
S04293,30/04/2024,P00021,C1038,18,504.66,9083.88
S04294,15/02/2024,P00267,C1043,14,276.84,3875.76
S04295,07/08/2024,P00150,C1080,13,343.73,4468.49
S04296,06/06/2024,P00249,C1024,15,378.02,5670.3
S04297,11/10/2024,P00029,C1060,4,129.38,517.52
S04298,10/04/2024,P00048,C1030,9,668.73,6018.57
S04299,08/10/2024,P00005,C1097,13,728.93,9476.09
S04300,28/05/2024,P00047,C1063,7,727.47,5092.29
S04301,26/04/2024,P00213,C1065,6,97.42,584.52
S04302,27/08/2024,P00073,C1086,10,968.21,9682.1
S04303,22/01/2024,P00124,C1053,20,506.81,10136.2
S04304,22/09/2024,P00026,C1001,15,621.02,9315.3
S04305,07/01/2024,P00081,C1048,14,227.87,3190.18
S04306,02/09/2024,P00250,C1079,15,853.34,12800.1
S04307,08/02/2024,P00222,C1048,6,123.25,739.5
S04308,04/11/2023,P00117,C1081,14,182.68,2557.52
S04309,30/04/2024,P00077,C1025,13,612.93,7968.09
S04310,30/04/2024,P00183,C1093,6,250.86,1505.16
S04311,13/08/2024,P00080,C1045,13,643.54,8366.02
S04312,24/08/2024,P00080,C1041,16,643.54,10296.64
S04313,03/01/2024,P00026,C1060,17,621.02,10557.34
S04314,16/02/2024,P00083,C1099,2,665.31,1330.62
S04315,04/03/2024,P00066,C1086,7,997.41,6981.87
S04316,10/11/2023,P00146,C1009,12,772.34,9268.08
S04317,19/07/2024,P00054,C1042,5,254.64,1273.2
S04318,25/09/2024,P00035,C1065,2,837.94,1675.88
S04319,03/11/2023,P00299,C1073,5,345.45,1727.25
S04320,23/02/2024,P00269,C1042,19,713.2,13550.8
S04321,20/04/2024,P00102,C1088,14,570.92,7992.88
S04322,08/12/2023,P00227,C1046,2,334.94,669.88
S04323,16/05/2024,P00114,C1073,16,330.08,5281.28
S04324,10/10/2024,P00083,C1038,13,665.31,8649.03
S04325,04/12/2023,P00127,C1096,5,596.5,2982.5
S04326,10/05/2024,P00283,C1041,19,753.52,14316.88
S04327,13/09/2024,P00298,C1010,18,414.77,7465.86
S04328,10/04/2024,P00121,C1100,5,781.09,3905.45
S04329,10/06/2024,P00081,C1010,11,227.87,2506.57
S04330,24/07/2024,P00214,C1015,12,358.89,4306.68
S04331,07/07/2024,P00014,C1082,20,403.16,8063.2
S04332,26/01/2024,P00265,C1012,14,507.29,7102.06
S04333,27/09/2024,P00191,C1002,20,284.95,5699.0
S04334,10/09/2024,P00090,C1093,14,578.74,8102.36
S04335,21/04/2024,P00189,C1081,19,146.53,2784.07
S04336,14/08/2024,P00208,C1052,1,356.19,356.19
S04337,11/07/2024,P00138,C1098,5,369.82,1849.1
S04338,18/12/2023,P00006,C1037,18,978.12,17606.16
S04339,07/05/2024,P00127,C1043,7,596.5,4175.5
S04340,23/06/2024,P00118,C1022,18,773.79,13928.22
S04341,30/11/2023,P00080,C1081,5,643.54,3217.7
S04342,11/04/2024,P00297,C1091,19,744.19,14139.61
S04343,20/07/2024,P00027,C1067,2,530.1,1060.2
S04344,16/06/2024,P00216,C1012,15,444.82,6672.3
S04345,24/01/2024,P00129,C1013,2,844.39,1688.78
S04346,13/07/2024,P00187,C1055,5,49.97,249.85
S04347,11/05/2024,P00043,C1059,20,178.92,3578.4
S04348,30/07/2024,P00173,C1005,6,522.52,3135.12
S04349,18/10/2024,P00182,C1036,18,18.96,341.28
S04350,27/05/2024,P00281,C1044,15,548.26,8223.9
S04351,02/07/2024,P00189,C1065,7,146.53,1025.71
S04352,24/05/2024,P00257,C1068,4,662.97,2651.88
S04353,11/03/2024,P00143,C1012,1,879.24,879.24
S04354,21/08/2024,P00203,C1019,4,665.0,2660.0
S04355,24/01/2024,P00258,C1099,5,100.62,503.1
S04356,17/06/2024,P00136,C1080,16,483.37,7733.92
S04357,29/02/2024,P00097,C1096,11,321.14,3532.54
S04358,08/04/2024,P00046,C1012,1,935.87,935.87
S04359,17/02/2024,P00128,C1043,10,659.71,6597.1
S04360,30/12/2023,P00275,C1026,14,559.04,7826.56
S04361,28/01/2024,P00122,C1089,7,188.04,1316.28
S04362,28/09/2024,P00198,C1027,11,187.83,2066.13
S04363,18/07/2024,P00228,C1024,12,182.74,2192.88
S04364,14/08/2024,P00187,C1071,4,49.97,199.88
S04365,15/03/2024,P00065,C1012,17,328.73,5588.41
S04366,26/09/2024,P00208,C1008,6,356.19,2137.14
S04367,25/12/2023,P00073,C1011,8,968.21,7745.68
S04368,01/01/2024,P00271,C1068,4,255.76,1023.04
S04369,28/05/2024,P00296,C1075,2,969.27,1938.54
S04370,02/09/2024,P00299,C1009,10,345.45,3454.5
S04371,04/10/2024,P00145,C1039,7,298.19,2087.33
S04372,02/09/2024,P00266,C1062,6,767.35,4604.1
S04373,22/08/2024,P00042,C1045,8,256.23,2049.84
S04374,23/12/2023,P00116,C1036,5,345.16,1725.8
S04375,19/10/2024,P00013,C1002,16,619.68,9914.88
S04376,06/06/2024,P00008,C1063,17,602.85,10248.45
S04377,22/05/2024,P00116,C1079,5,345.16,1725.8
S04378,02/11/2023,P00035,C1079,20,837.94,16758.8
S04379,13/09/2024,P00295,C1084,12,333.17,3998.04
S04380,27/04/2024,P00160,C1047,19,421.7,8012.3
S04381,17/04/2024,P00086,C1080,4,45.37,181.48
S04382,13/03/2024,P00185,C1040,3,561.84,1685.52
S04383,16/01/2024,P00289,C1010,11,568.68,6255.48
S04384,21/06/2024,P00065,C1009,16,328.73,5259.68
S04385,30/04/2024,P00017,C1059,3,976.27,2928.81
S04386,10/05/2024,P00052,C1076,12,912.78,10953.36
S04387,17/01/2024,P00100,C1045,1,311.0,311.0
S04388,26/07/2024,P00235,C1046,19,600.78,11414.82
S04389,16/10/2024,P00047,C1014,7,727.47,5092.29
S04390,03/06/2024,P00105,C1034,19,532.52,10117.88
S04391,03/05/2024,P00202,C1028,11,346.41,3810.51
S04392,20/07/2024,P00136,C1028,20,483.37,9667.4
S04393,13/09/2024,P00061,C1025,18,514.48,9260.64
S04394,28/02/2024,P00252,C1092,20,87.98,1759.6
S04395,10/12/2023,P00230,C1097,2,177.74,355.48
S04396,24/02/2024,P00269,C1096,5,713.2,3566.0
S04397,26/12/2023,P00087,C1010,19,708.04,13452.76
S04398,15/09/2024,P00234,C1019,6,345.33,2071.98
S04399,21/06/2024,P00027,C1009,15,530.1,7951.5
S04400,16/08/2024,P00171,C1076,8,384.97,3079.76
S04401,24/09/2024,P00102,C1051,20,570.92,11418.4
S04402,15/03/2024,P00133,C1084,7,811.35,5679.45
S04403,17/11/2023,P00157,C1009,6,807.6,4845.6
S04404,18/02/2024,P00104,C1014,12,450.29,5403.48
S04405,31/08/2024,P00233,C1068,20,928.81,18576.2
S04406,17/02/2024,P00022,C1064,10,503.78,5037.8
S04407,20/07/2024,P00018,C1086,9,797.79,7180.11
S04408,13/09/2024,P00047,C1055,19,727.47,13821.93
S04409,17/11/2023,P00236,C1085,15,450.53,6757.95
S04410,12/03/2024,P00175,C1029,1,458.77,458.77
